"Familia","Binomio","N. Fontes","Flora e Funga do Brasil, 2014","Cardoso et all, 2017","Arieira et all, 2021","wcvp_plant_name_id","wcvp_taxon_rank","wcvp_taxon_status","wcvp_family","wcvp_taxon_name","wcvp_taxon_authors","wcvp_accepted_plant_name_id","wcvp_reviewed","wcvp_searchedName","wcvp_taxon_status_of_searchedName","wcvp_plant_name_id_of_searchedName","wcvp_taxon_authors_of_searchedName","wcvp_searchNotes","fb2020_taxonID","fb2020_acceptedNameUsageID","fb2020_scientificName","fb2020_taxonRank","fb2020_scientificNameAuthorship","fb2020_taxonomicStatus","fb2020_nomenclaturalStatus","fb2020_scientificNamewithoutAuthorship","fb2020_searchNotes","categoria_Ameaca_Portaria_443"
"Fabaceae","Piptadenia cuzcoensis",1,,,1,2539771,"Species","Accepted","Fabaceae","Piptadenia cuzcoensis","Barneby",2539771,"Y","Piptadenia cuzcoensis",,,,"Accepted",,,,,,,,,"Not found",
"Fabaceae","Piptadenia cuzcoënsis",1,,,1,,,,,,,,,"Piptadenia cuzcoënsis",,,,"Not found",,,,,,,,,"Not found",
"Fabaceae","Piptadenia flava",1,,,1,3246246,"Species","Accepted","Fabaceae","Piptadenia retusa","(Jacq.) P.G.Ribeiro, Seigler & Ebinger",3246246,"Y","Piptadenia flava","Synonym","2539775","(Spreng. ex DC.) Benth.","Updated",618368,,"Piptadenia retusa (Jacq.) P.G.Ribeiro, Seigler & Ebinger","ESPECIE","(Jacq.) P.G.Ribeiro, Seigler & Ebinger","NOME_ACEITO","NOME_CORRETO","Piptadenia retusa","Updated",
"Fabaceae","Piptadenia foliolosa",1,,,1,2597025,"Species","Accepted","Fabaceae","Stryphnodendron pulcherrimum","(Willd.) Hochr.",2597025,"Y","Piptadenia foliolosa","Synonym","2539760","Benth.","Updated",23177,,"Stryphnodendron pulcherrimum (Willd.) Hochr.","ESPECIE","(Willd.) Hochr.","NOME_ACEITO","NOME_CORRETO","Stryphnodendron pulcherrimum","Updated",
"Fabaceae","Piptadenia gonoacantha",1,,,1,2539711,"Species","Accepted","Fabaceae","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",2539711,"Y","Piptadenia gonoacantha",,,,"Accepted",31387,,"Piptadenia gonoacantha (Mart.) J.F.Macbr.","ESPECIE","(Mart.) J.F.Macbr.","NOME_ACEITO","NOME_CORRETO","Piptadenia gonoacantha","NOME_ACEITO",
"Fabaceae","Piptadenia imatacae",1,,,1,2540211,"Species","Accepted","Fabaceae","Piptadenia imatacae","Barneby",2540211,"Y","Piptadenia imatacae",,,,"Accepted",,,,,,,,,"Not found",
"Fabaceae","Piptadenia killipii",1,,,1,2540205,"Species","Accepted","Fabaceae","Piptadenia killipii","J.F.Macbr.",2540205,"Y","Piptadenia killipii",,,,"Accepted",18949,,"Piptadenia killipii J.F.Macbr.","ESPECIE","J.F.Macbr.","NOME_ACEITO","NOME_CORRETO","Piptadenia killipii","NOME_ACEITO",
"Fabaceae","Piptadenia macradenia",1,,,1,2540238,"Species","Accepted","Fabaceae","Piptadenia macradenia","Benth.",2540238,"Y","Piptadenia macradenia",,,,"Accepted",31387,,"Piptadenia gonoacantha (Mart.) J.F.Macbr.","ESPECIE","(Mart.) J.F.Macbr.","NOME_ACEITO","NOME_CORRETO","Piptadenia gonoacantha","Updated",
"Fabaceae","Piptadenia peruviana",1,,,1,2540207,"Species","Accepted","Fabaceae","Piptadenia peruviana","(J.F.Macbr.) Barneby",2540207,"Y","Piptadenia peruviana",,,,"Accepted",,,,,,,,,"Not found",
"Fabaceae","Piptadenia pteroclada",2,1,,1,2540157,"Species","Accepted","Fabaceae","Piptadenia pteroclada","Benth.",2540157,"Y","Piptadenia pteroclada",,,,"Accepted",83591,,"Piptadenia pteroclada Benth.","ESPECIE","Benth.","NOME_ACEITO","NOME_CORRETO","Piptadenia pteroclada","NOME_ACEITO",
"Fabaceae","Piptadenia robusta",1,,,1,2540160,"Species","Accepted","Fabaceae","Piptadenia robusta","Pittier",2540160,"Y","Piptadenia robusta",,,,"Accepted",,,,,,,,,"Not found",
"Fabaceae","Piptadenia viridiflora",1,,,1,3228431,"Species","Accepted","Fabaceae","Lachesiodendron viridiflorum","(Kunth) P.G.Ribeiro, L.P.Queiroz & Luckow",3228431,"Y","Piptadenia viridiflora","Synonym","2540183","(Kunth) Benth.","Updated",605431,,"Lachesiodendron viridiflorum (Kunth) P.G. Ribeiro, L.P. Queiroz & Luckow","ESPECIE","(Kunth) P.G. Ribeiro, L.P. Queiroz & Luckow","NOME_ACEITO","NOME_CORRETO","Lachesiodendron viridiflorum","Updated",
"Fabaceae","Pithecellobium dulce",1,1,,,2539025,"Species","Accepted","Fabaceae","Pithecellobium dulce","(Roxb.) Benth.",2539025,"Y","Pithecellobium dulce",,,,"Accepted",83609,,"Pithecellobium dulce (Roxb.) Benth.","ESPECIE","(Roxb.) Benth.","NOME_ACEITO","NOME_CORRETO","Pithecellobium dulce","NOME_ACEITO",
"Fabaceae","Pithecellobium excelsum",1,,,1,2539021,"Species","Accepted","Fabaceae","Pithecellobium excelsum","(Kunth) Mart.",2539021,"Y","Pithecellobium excelsum",,,,"Accepted",,,,,,,,,"Not found",
"Fabaceae","Pithecellobium peckii",1,,,1,2539526,"Species","Accepted","Fabaceae","Pithecellobium peckii","S.F.Blake",2539526,"Y","Pithecellobium peckii",,,,"Accepted",,,,,,,,,"Not found",
"Fabaceae","Pithecellobium roseum",2,1,,1,2539286,"Species","Accepted","Fabaceae","Pithecellobium roseum","(Vahl) Barneby & J.W.Grimes",2539286,"Y","Pithecellobium roseum","Accepted|Invalid","2539286|2539550","(Vahl) Barneby & J.W.Grimes|Spruce ex Benth.","Accepted among homonyms",106669,,"Pithecellobium roseum (Vahl) Barneby & J.W.Grimes","ESPECIE","(Vahl) Barneby & J.W.Grimes","NOME_ACEITO","NOME_CORRETO","Pithecellobium roseum","NOME_ACEITO",
"Fabaceae","Pityrocarpa leucoxylon",1,,,1,2605222,"Species","Accepted","Fabaceae","Pityrocarpa leucoxylon","(Barneby & J.W.Grimes) Luckow & R.W.Jobson",2605222,"Y","Pityrocarpa leucoxylon",,,,"Accepted",,,,,,,,,"Not found",
"Fabaceae","Pityrocarpa obliqua",1,,,1,2539612,"Species","Accepted","Fabaceae","Pityrocarpa obliqua","(Pers.) Brenan",2539612,"Y","Pityrocarpa obliqua",,,,"Accepted",116641,,"Pityrocarpa obliqua (Pers.) Brenan","ESPECIE","(Pers.) Brenan","NOME_ACEITO","NOME_CORRETO","Pityrocarpa obliqua","NOME_ACEITO",
"Fabaceae","Plathymenia reticulata",2,1,,1,2539573,"Species","Accepted","Fabaceae","Plathymenia reticulata","Benth.",2539573,"Y","Plathymenia reticulata",,,,"Accepted",83636,,"Plathymenia reticulata Benth.","ESPECIE","Benth.","NOME_ACEITO","NOME_CORRETO","Plathymenia reticulata","NOME_ACEITO",
"Fabaceae","Platycyamus ulei",2,1,,1,2539594,"Species","Accepted","Fabaceae","Platycyamus ulei","Harms",2539594,"Y","Platycyamus ulei",,,,"Accepted",23117,,"Platycyamus ulei Harms","ESPECIE","Harms","NOME_ACEITO","NOME_CORRETO","Platycyamus ulei","NOME_ACEITO",
"Fabaceae","Platymiscium filipes",2,1,,1,2539393,"Species","Accepted","Fabaceae","Platymiscium filipes","Benth.",2539393,"Y","Platymiscium filipes",,,,"Accepted",83637,,"Platymiscium filipes Benth.","ESPECIE","Benth.","NOME_ACEITO","NOME_CORRETO","Platymiscium filipes","NOME_ACEITO",
"Fabaceae","Platymiscium floribundum",2,1,,1,2539392,"Species","Accepted","Fabaceae","Platymiscium floribundum","Vogel",2539392,"Y","Platymiscium floribundum",,,,"Accepted",29816,,"Platymiscium floribundum Vogel","ESPECIE","Vogel","NOME_ACEITO","NOME_CORRETO","Platymiscium floribundum","NOME_ACEITO",
"Fabaceae","Platymiscium gracile",1,,,1,2539389,"Species","Accepted","Fabaceae","Platymiscium gracile","Benth.",2539389,"Y","Platymiscium gracile",,,,"Accepted",,,,,,,,,"Not found",
"Fabaceae","Platymiscium hebestachyum",1,,,1,2539399,"Species","Accepted","Fabaceae","Platymiscium hebestachyum","Benth.",2539399,"Y","Platymiscium hebestachyum",,,,"Accepted",,,,,,,,,"Not found",
"Fabaceae","Platymiscium pinnatum",1,,,1,2539338,"Species","Accepted","Fabaceae","Platymiscium pinnatum","(Jacq.) Dugand",2539338,"Y","Platymiscium pinnatum",,,,"Accepted",23114,,"Platymiscium pinnatum (Jacq.) Dugand","ESPECIE","(Jacq.) Dugand","NOME_ACEITO","NOME_CORRETO","Platymiscium pinnatum","NOME_ACEITO",
"Fabaceae","Platymiscium pubescens",1,,,1,2539329,"Species","Accepted","Fabaceae","Platymiscium pubescens","Micheli",2539329,"Y","Platymiscium pubescens",,,,"Accepted",23118,,"Platymiscium pubescens Micheli","ESPECIE","Micheli","NOME_ACEITO","NOME_CORRETO","Platymiscium pubescens","NOME_ACEITO",
"Fabaceae","Platymiscium stipulare",2,1,,1,2539325,"Species","Accepted","Fabaceae","Platymiscium stipulare","Benth.",2539325,"Y","Platymiscium stipulare",,,,"Accepted",23121,,"Platymiscium stipulare Benth.","ESPECIE","Benth.","NOME_ACEITO","NOME_CORRETO","Platymiscium stipulare","NOME_ACEITO",
"Fabaceae","Platymiscium trinitatis",1,,,1,2539323,"Species","Accepted","Fabaceae","Platymiscium trinitatis","Benth.",2539323,"Y","Platymiscium trinitatis",,,,"Accepted",29819,,"Platymiscium trinitatis Benth.","ESPECIE","Benth.","NOME_ACEITO","NOME_CORRETO","Platymiscium trinitatis","NOME_ACEITO",
"Fabaceae","Platypodium elegans",2,1,,1,2539355,"Species","Accepted","Fabaceae","Platypodium elegans","Vogel",2539355,"Y","Platypodium elegans",,,,"Accepted",23124,,"Platypodium elegans Vogel","ESPECIE","Vogel","NOME_ACEITO","NOME_CORRETO","Platypodium elegans","NOME_ACEITO",
"Fabaceae","Poecilanthe parviflora",1,,,1,2535927,"Species","Accepted","Fabaceae","Poecilanthe parviflora","Benth.",2535927,"Y","Poecilanthe parviflora",,,,"Accepted",29821,,"Poecilanthe parviflora Benth.","ESPECIE","Benth.","NOME_ACEITO","NOME_CORRETO","Poecilanthe parviflora","NOME_ACEITO",
"Fabaceae","Poeppigia procera",2,1,,1,2539568,"Species","Accepted","Fabaceae","Poeppigia procera","(Poepp. ex Spreng.) C.Presl",2539568,"Y","Poeppigia procera",,,,"Accepted",23129,,"Poeppigia procera (Poepp. ex Spreng.) C. Presl","ESPECIE","(Poepp. ex Spreng.) C. Presl","NOME_ACEITO","NOME_CORRETO","Poeppigia procera","NOME_ACEITO",
"Fabaceae","Poincianella pluviosa",1,,,1,3008797,"Species","Accepted","Fabaceae","Cenostigma pluviosum","(DC.) Gagnon & G.P.Lewis",3008797,"Y","Poincianella pluviosa","Synonym","2897073","(DC.) L.P.Queiroz","Updated",605754,,"Cenostigma pluviosum (DC.) Gagnon & G.P.Lewis","ESPECIE","(DC.) Gagnon & G.P.Lewis","NOME_ACEITO","NOME_CORRETO","Cenostigma pluviosum","Updated",
"Fabaceae","Prosopis chilensis",1,,,1,3293641,"Species","Accepted","Fabaceae","Neltuma chilensis","(Molina) C.E.Hughes & G.P.Lewis",3293641,"Y","Prosopis chilensis","Synonym","2536054","(Molina) Stuntz","Updated",,,,,,,,,"Not found",
"Fabaceae","Prosopis kuntzei",1,,,1,3293642,"Species","Accepted","Fabaceae","Neltuma kuntzei","(Harms) C.E.Hughes & G.P.Lewis",3293642,"Y","Prosopis kuntzei","Synonym","2536017","Harms","Updated",,,,,,,,,"Not found",
"Fabaceae","Prosopis pallida",1,,,1,3293865,"Species","Accepted","Fabaceae","Neltuma pallida","(Humb. & Bonpl. ex Willd.) C.E.Hughes & G.P.Lewis",3293865,"Y","Prosopis pallida","Synonym","2554543","(Humb. & Bonpl. ex Willd.) Kunth","Updated",620504,,"Prosopis pallida (Humb. & Bonpl. ex Willd.) Kunth","ESPECIE","(Humb. & Bonpl. ex Willd.) Kunth","NOME_ACEITO","NOME_CORRETO","Prosopis pallida","NOME_ACEITO",
"Fabaceae","Pseudopiptadenia leptostachya",1,,,1,3294979,"Species","Accepted","Fabaceae","Pityrocarpa leptostachya","(Benth.) L.P.Queiroz & P.G.Ribeiro",3294979,"Y","Pseudopiptadenia leptostachya","Synonym","2535171","(Benth.) Rauschert","Updated",83647,,"Pseudopiptadenia leptostachya (Benth.) Rauschert","ESPECIE","(Benth.) Rauschert","NOME_ACEITO","NOME_CORRETO","Pseudopiptadenia leptostachya","NOME_ACEITO",
"Fabaceae","Pseudopiptadenia psilostachya",2,1,,1,3293452,"Species","Accepted","Fabaceae","Marlimorimia psilostachya","(DC.) L.P.Queiroz & Marc.F.Simon",3293452,"Y","Pseudopiptadenia psilostachya","Synonym","2535169","(DC.) G.P.Lewis & M.P.Lima","Updated",23131,,"Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima","ESPECIE","(DC.) G.P.Lewis & M.P.Lima","NOME_ACEITO","NOME_CORRETO","Pseudopiptadenia psilostachya","NOME_ACEITO",
"Fabaceae","Pseudopiptadenia suaveolens",2,1,,1,3293452,"Species","Accepted","Fabaceae","Marlimorimia psilostachya","(DC.) L.P.Queiroz & Marc.F.Simon",3293452,"Y","Pseudopiptadenia suaveolens","Synonym","2535198","(Miq.) J.W.Grimes","Updated",23132,,"Pseudopiptadenia suaveolens (Miq.) J.W.Grimes","ESPECIE","(Miq.) J.W.Grimes","NOME_ACEITO","NOME_CORRETO","Pseudopiptadenia suaveolens","NOME_ACEITO",
"Fabaceae","Pseudosamanea guachapele",1,,,1,2535210,"Species","Accepted","Fabaceae","Pseudosamanea guachapele","(Kunth) Harms",2535210,"Y","Pseudosamanea guachapele",,,,"Accepted",83649,,"Pseudosamanea guachapele (Kunth) Harms","ESPECIE","(Kunth) Harms","NOME_ACEITO","NOME_CORRETO","Pseudosamanea guachapele","NOME_ACEITO",
"Fabaceae","Pterocarpus acapulcensis",1,,,1,2535508,"Species","Accepted","Fabaceae","Pterocarpus acapulcensis","Rose",2535508,"Y","Pterocarpus acapulcensis",,,,"Accepted",,,,,,,,,"Not found",
"Fabaceae","Pterocarpus amazonum",2,1,,1,2535587,"Species","Accepted","Fabaceae","Pterocarpus amazonum","(Mart. ex Benth.) Amshoff",2535587,"Y","Pterocarpus amazonum",,,,"Accepted",23134,,"Pterocarpus amazonum (Mart. ex Benth.) Amshoff","ESPECIE","(Mart. ex Benth.) Amshoff","NOME_ACEITO","NOME_CORRETO","Pterocarpus amazonum","NOME_ACEITO",
"Fabaceae","Pterocarpus dubius",2,1,,1,2535576,"Species","Accepted","Fabaceae","Pterocarpus dubius","(Kunth) Spreng.",2535576,"Y","Pterocarpus dubius",,,,"Accepted",606802,,"Pterocarpus dubius (Kunth) Spreng.","ESPECIE","(Kunth) Spreng.","NOME_ACEITO","NOME_CORRETO","Pterocarpus dubius","NOME_ACEITO",
"Fabaceae","Pterocarpus officinalis",1,,,1,2535308,"Species","Accepted","Fabaceae","Pterocarpus officinalis","Jacq.",2535308,"Y","Pterocarpus officinalis",,,,"Accepted",23135,,"Pterocarpus officinalis Jacq.","ESPECIE","Jacq.","NOME_ACEITO","NOME_CORRETO","Pterocarpus officinalis","NOME_ACEITO",
"Fabaceae","Pterocarpus rohrii",2,1,,1,2535332,"Species","Accepted","Fabaceae","Pterocarpus rohrii","Vahl",2535332,"Y","Pterocarpus rohrii",,,,"Accepted",23136,,"Pterocarpus rohrii Vahl","ESPECIE","Vahl","NOME_ACEITO","NOME_CORRETO","Pterocarpus rohrii","NOME_ACEITO",
"Fabaceae","Pterocarpus santalinoides",2,1,,1,2535324,"Species","Accepted","Fabaceae","Pterocarpus santalinoides","L'Hér. ex DC.",2535324,"Y","Pterocarpus santalinoides",,,,"Accepted",109382,,"Pterocarpus santalinoides L'Hér. ex DC.","ESPECIE","L'Hér. ex DC.","NOME_ACEITO","NOME_CORRETO","Pterocarpus santalinoides","NOME_ACEITO",
"Fabaceae","Pterocarpus steinbachianus",1,1,,,2535332,"Species","Accepted","Fabaceae","Pterocarpus rohrii","Vahl",2535332,"Y","Pterocarpus steinbachianus","Synonym","2535444","Harms","Updated",612079,,"Pterocarpus steinbachianus Harms.","ESPECIE","Harms.","NOME_ACEITO","NOME_CORRETO","Pterocarpus steinbachianus","NOME_ACEITO",
"Fabaceae","Pterodon emarginatus",2,1,,1,2535408,"Species","Accepted","Fabaceae","Pterodon emarginatus","Vogel",2535408,"Y","Pterodon emarginatus",,,,"Accepted",29842,,"Pterodon emarginatus Vogel","ESPECIE","Vogel","NOME_ACEITO","NOME_CORRETO","Pterodon emarginatus","NOME_ACEITO",
"Fabaceae","Pterodon pubescens",2,1,,1,2535405,"Species","Accepted","Fabaceae","Pterodon pubescens","(Benth.) Benth.",2535405,"Y","Pterodon pubescens",,,,"Accepted",29843,,"Pterodon pubescens (Benth.) Benth.","ESPECIE","(Benth.) Benth.","NOME_ACEITO","NOME_CORRETO","Pterodon pubescens","NOME_ACEITO",
"Fabaceae","Pterogyne nitens",1,,,1,2535403,"Species","Accepted","Fabaceae","Pterogyne nitens","Tul.",2535403,"Y","Pterogyne nitens",,,,"Accepted",28161,,"Pterogyne nitens Tul.","ESPECIE","Tul.","NOME_ACEITO","NOME_CORRETO","Pterogyne nitens","NOME_ACEITO",
"Fabaceae","Recordoxylon pulcherrimum",1,,,1,2419207,"Species","Accepted","Fabaceae","Recordoxylon pulcherrimum","Barneby",2419207,"Y","Recordoxylon pulcherrimum",,,,"Accepted",,,,,,,,,"Not found",
"Fabaceae","Recordoxylon speciosum",2,1,,1,2419186,"Species","Accepted","Fabaceae","Recordoxylon speciosum","(Benoist) Gazel ex Barneby",2419186,"Y","Recordoxylon speciosum",,,,"Accepted",109405,,"Recordoxylon speciosum (Benoist) Gazel ex Barneby","ESPECIE","(Benoist) Gazel ex Barneby","NOME_ACEITO","NOME_CORRETO","Recordoxylon speciosum","NOME_ACEITO",
"Fabaceae","Recordoxylon stenopetalum",2,1,,1,2419187,"Species","Accepted","Fabaceae","Recordoxylon stenopetalum","Ducke",2419187,"Y","Recordoxylon stenopetalum",,,,"Accepted",78760,,"Recordoxylon stenopetalum Ducke","ESPECIE","Ducke","NOME_ACEITO","NOME_CORRETO","Recordoxylon stenopetalum","NOME_ACEITO",
"Fabaceae","Samanea inopinata",1,,,1,2592052,"Species","Accepted","Fabaceae","Samanea inopinata","(Harms) Barneby & J.W.Grimes",2592052,"Y","Samanea inopinata",,,,"Accepted",83672,,"Samanea inopinata (Harms) Barneby & J.W.Grimes","ESPECIE","(Harms) Barneby & J.W.Grimes","NOME_ACEITO","NOME_CORRETO","Samanea inopinata","NOME_ACEITO",
"Fabaceae","Samanea saman",1,,,1,2592096,"Species","Accepted","Fabaceae","Samanea saman","(Jacq.) Merr.",2592096,"Y","Samanea saman",,,,"Accepted",23140,,"Samanea saman (Jacq.) Merr.","ESPECIE","(Jacq.) Merr.","NOME_ACEITO","NOME_CORRETO","Samanea saman","NOME_ACEITO",
"Fabaceae","Samanea tubulosa",2,1,,1,2592091,"Species","Accepted","Fabaceae","Samanea tubulosa","(Benth.) Barneby & J.W.Grimes",2592091,"Y","Samanea tubulosa",,,,"Accepted",23141,,"Samanea tubulosa (Benth.) Barneby & J.W.Grimes","ESPECIE","(Benth.) Barneby & J.W.Grimes","NOME_ACEITO","NOME_CORRETO","Samanea tubulosa","NOME_ACEITO",
"Fabaceae","Schizolobium parahyba",2,1,,1,2490966,"Species","Accepted","Fabaceae","Schizolobium parahyba","(Vell.) S.F.Blake",2490966,"Y","Schizolobium parahyba",,,,"Accepted",23143,,"Schizolobium parahyba (Vell.) Blake","ESPECIE","(Vell.) Blake","NOME_ACEITO","NOME_CORRETO","Schizolobium parahyba","NOME_ACEITO",
"Fabaceae","Senegalia alemquerensis",1,,,1,2605470,"Species","Accepted","Fabaceae","Senegalia alemquerensis","(Huber) Seigler & Ebinger",2605470,"Y","Senegalia alemquerensis",,,,"Accepted",103276,,"Senegalia alemquerensis (Huber) Seigler & Ebinger","ESPECIE","(Huber) Seigler & Ebinger","NOME_ACEITO","NOME_CORRETO","Senegalia alemquerensis","NOME_ACEITO",
"Fabaceae","Senegalia alexae",1,1,,,3016217,"Species","Accepted","Fabaceae","Senegalia alexae","Seigler & Ebinger",3016217,"Y","Senegalia alexae",,,,"Accepted",613805,,"Senegalia alexae Seigler & Ebinger","ESPECIE","Seigler & Ebinger","NOME_ACEITO","NOME_CORRETO","Senegalia alexae","NOME_ACEITO",
"Fabaceae","Senegalia bonariensis",1,,,1,2605474,"Species","Accepted","Fabaceae","Senegalia bonariensis","(Gillies ex Hook. & Arn.) Seigler & Ebinger",2605474,"Y","Senegalia bonariensis",,,,"Accepted",105180,,"Senegalia bonariensis (Gillies ex Hook. & Arn.) Seigler & Ebinger","ESPECIE","(Gillies ex Hook. & Arn.) Seigler & Ebinger","NOME_ACEITO","NOME_CORRETO","Senegalia bonariensis","NOME_ACEITO",
"Fabaceae","Senegalia etilis",1,,,1,2605477,"Species","Accepted","Fabaceae","Senegalia etilis","(Speg.) Seigler & Ebinger",2605477,"Y","Senegalia etilis",,,,"Accepted",,,,,,,,,"Not found",
"Fabaceae","Senegalia giganticarpa",1,1,,,2605480,"Species","Accepted","Fabaceae","Senegalia giganticarpa","(G.P.Lewis) Seigler & Ebinger",2605480,"Y","Senegalia giganticarpa",,,,"Accepted",101000,,"Senegalia giganticarpa (G.P.Lewis) Seigler & Ebinger","ESPECIE","(G.P.Lewis) Seigler & Ebinger","NOME_ACEITO","NOME_CORRETO","Senegalia giganticarpa","NOME_ACEITO",
"Fabaceae","Senegalia hayesii",2,1,,1,2590669,"Species","Accepted","Fabaceae","Senegalia hayesii","(Benth.) Britton & Rose",2590669,"Y","Senegalia hayesii",,,,"Accepted",614996,,"Senegalia hayesii (Benth.) Britton & Rose","ESPECIE","(Benth.) Britton & Rose","NOME_ACEITO","NOME_CORRETO","Senegalia hayesii","NOME_ACEITO",
"Fabaceae","Senegalia huberi",1,,,1,2605483,"Species","Accepted","Fabaceae","Senegalia huberi","(Ducke) Seigler & Ebinger",2605483,"Y","Senegalia huberi",,,,"Accepted",103279,,"Senegalia amazonica (Benth.) Seigler & Ebinger","ESPECIE","(Benth.) Seigler & Ebinger","NOME_ACEITO","NOME_CORRETO","Senegalia amazonica","Updated",
"Fabaceae","Senegalia klugii",2,1,,1,2605486,"Species","Accepted","Fabaceae","Senegalia klugii","(Standl. ex J.F.Macbr.) Seigler & Ebinger",2605486,"Y","Senegalia klugii",,,,"Accepted",105181,,"Senegalia klugii (Standl. ex J.F.Macbr.) Seigler & Ebinger","ESPECIE","(Standl. ex J.F.Macbr.) Seigler & Ebinger","NOME_ACEITO","NOME_CORRETO","Senegalia klugii","NOME_ACEITO",
"Fabaceae","Senegalia kuhlmannii",1,,,1,2605487,"Species","Accepted","Fabaceae","Senegalia kuhlmannii","(Ducke) Seigler & Ebinger",2605487,"Y","Senegalia kuhlmannii",,,,"Accepted",103281,,"Senegalia kuhlmannii (Ducke) Seigler & Ebinger","ESPECIE","(Ducke) Seigler & Ebinger","NOME_ACEITO","NOME_CORRETO","Senegalia kuhlmannii","NOME_ACEITO",
"Fabaceae","Senegalia langsdorffii",1,,,1,2605489,"Species","Accepted","Fabaceae","Senegalia langsdorffii","(Benth.) Bocage & L.P.Queiroz",2605489,"Y","Senegalia langsdorffii",,,,"Accepted",101004,,"Senegalia langsdorffii (Benth.) Seigler & Ebinger","ESPECIE","(Benth.) Seigler & Ebinger","NOME_ACEITO","NOME_CORRETO","Senegalia langsdorffii","NOME_ACEITO",
"Fabaceae","Senegalia loretensis",2,1,,1,2605491,"Species","Accepted","Fabaceae","Senegalia loretensis","(J.F.Macbr.) Seigler & Ebinger",2605491,"Y","Senegalia loretensis",,,,"Accepted",105182,,"Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger","ESPECIE","(J.F.Macbr.) Seigler & Ebinger","NOME_ACEITO","NOME_CORRETO","Senegalia loretensis","NOME_ACEITO",
"Fabaceae","Senegalia macbridei",1,,,1,2605492,"Species","Accepted","Fabaceae","Senegalia macbridei","(Britton & Rose ex J.F.Macbr.) Seigler & Ebinger",2605492,"Y","Senegalia macbridei",,,,"Accepted",614996,,"Senegalia hayesii (Benth.) Britton & Rose","ESPECIE","(Benth.) Britton & Rose","NOME_ACEITO","NOME_CORRETO","Senegalia hayesii","Updated",
"Fabaceae","Senegalia martii",1,1,,,2605494,"Species","Accepted","Fabaceae","Senegalia martii","(Benth.) Seigler & Ebinger",2605494,"Y","Senegalia martii",,,,"Accepted",101007,,"Senegalia martii (Benth.) Seigler & Ebinger","ESPECIE","(Benth.) Seigler & Ebinger","NOME_ACEITO","NOME_CORRETO","Senegalia martii","NOME_ACEITO",
"Fabaceae","Senegalia martiusiana",1,,,1,2605495,"Species","Accepted","Fabaceae","Senegalia martiusiana","(Steud.) Bocage & L.P.Queiroz",2605495,"Y","Senegalia martiusiana",,,,"Accepted",101008,,"Senegalia martiusiana (Steud.) Seigler & Ebinger","ESPECIE","(Steud.) Seigler & Ebinger","NOME_ACEITO","NOME_CORRETO","Senegalia martiusiana","NOME_ACEITO",
"Fabaceae","Senegalia multipinnata",1,,,1,2590773,"Species","Accepted","Fabaceae","Senegalia paniculata","(Willd.) Killip",2590773,"Y","Senegalia multipinnata","Synonym","2605501","(Ducke) Seigler & Ebinger","Updated",103283,,"Senegalia multipinnata (Ducke) Seigler & Ebinger","ESPECIE","(Ducke) Seigler & Ebinger","NOME_ACEITO","NOME_CORRETO","Senegalia multipinnata","NOME_ACEITO",
"Fabaceae","Senegalia paniculata",1,,,1,2590773,"Species","Accepted","Fabaceae","Senegalia paniculata","(Willd.) Killip",2590773,"Y","Senegalia paniculata",,,,"Accepted",101020,,"Senegalia tenuifolia (L.) Britton & Rose","ESPECIE","(L.) Britton & Rose","NOME_ACEITO","NOME_CORRETO","Senegalia tenuifolia","Updated",
"Fabaceae","Senegalia paraensis",1,,,1,2605504,"Species","Accepted","Fabaceae","Senegalia paraensis","(Ducke) Seigler & Ebinger",2605504,"Y","Senegalia paraensis",,,,"Accepted",103284,,"Senegalia paraensis (Ducke) Seigler & Ebinger","ESPECIE","(Ducke) Seigler & Ebinger","NOME_ACEITO","NOME_CORRETO","Senegalia paraensis","NOME_ACEITO",
"Fabaceae","Senegalia polyphylla",2,1,,1,2590777,"Species","Accepted","Fabaceae","Senegalia polyphylla","(DC.) Britton & Rose",2590777,"Y","Senegalia polyphylla",,,,"Accepted",101015,,"Senegalia polyphylla (DC.) Britton & Rose","ESPECIE","(DC.) Britton & Rose","NOME_ACEITO","NOME_CORRETO","Senegalia polyphylla","NOME_ACEITO",
"Fabaceae","Senegalia rhytidocarpa",2,1,,1,2897317,"Species","Accepted","Fabaceae","Senegalia rhytidocarpa","(L.Rico) Seigler & Ebinger",2897317,"Y","Senegalia rhytidocarpa",,,,"Accepted",116997,,"Senegalia rhytidocarpa (L.Rico) Seigler & Ebinger","ESPECIE","(L.Rico) Seigler & Ebinger","NOME_ACEITO","NOME_CORRETO","Senegalia rhytidocarpa","NOME_ACEITO",
"Fabaceae","Senegalia riparia",1,,,1,2590797,"Species","Accepted","Fabaceae","Senegalia riparia","(Kunth) Britton & Rose",2590797,"Y","Senegalia riparia",,,,"Accepted",101018,,"Senegalia riparia (Kunth) Britton & Rose ex Britton & Killip","ESPECIE","(Kunth) Britton & Rose ex Britton & Killip","NOME_ACEITO","NOME_CORRETO","Senegalia riparia","NOME_ACEITO",
