"Familia","Binomio","N. Fontes","Flora e Funga do Brasil, 2014","Cardoso et all, 2017","Arieira et all, 2021","wcvp_plant_name_id","wcvp_taxon_rank","wcvp_taxon_status","wcvp_family","wcvp_taxon_name","wcvp_taxon_authors","wcvp_accepted_plant_name_id","wcvp_reviewed","wcvp_searchedName","wcvp_taxon_status_of_searchedName","wcvp_plant_name_id_of_searchedName","wcvp_taxon_authors_of_searchedName","wcvp_searchNotes","fb2020_taxonID","fb2020_acceptedNameUsageID","fb2020_scientificName","fb2020_taxonRank","fb2020_scientificNameAuthorship","fb2020_taxonomicStatus","fb2020_nomenclaturalStatus","fb2020_scientificNamewithoutAuthorship","fb2020_searchNotes","categoria_Ameaca_Portaria_443"
"Acanthaceae","Avicennia germinans",1,1,,,18443,"Species","Accepted","Acanthaceae","Avicennia germinans","(L.) L.",18443,"N","Avicennia germinans",,,,"Accepted",79917,,"Avicennia germinans (L.) L.","ESPECIE","(L.) L.","NOME_ACEITO",,"Avicennia germinans","NOME_ACEITO",
"Acanthaceae","Avicennia schaueriana",1,1,,,18479,"Species","Accepted","Acanthaceae","Avicennia schaueriana","Stapf & Leechm. ex Moldenke",18479,"N","Avicennia schaueriana",,,,"Accepted",34115,,"Avicennia schaueriana Stapf & Leechm. ex Moldenke","ESPECIE","Stapf & Leechm. ex Moldenke","NOME_ACEITO",,"Avicennia schaueriana","NOME_ACEITO",
"Acanthaceae","Bravaisia integerrima",1,,,1,2682980,"Species","Accepted","Acanthaceae","Bravaisia integerrima","(Spreng.) Standl.",2682980,"N","Bravaisia integerrima",,,,"Accepted",,,,,,,,,"Not found",
"Acanthaceae","Pachystachys rosea",1,,,1,2406213,"Species","Accepted","Acanthaceae","Pachystachys rosea","Wassh.",2406213,"N","Pachystachys rosea",,,,"Accepted",,,,,,,,,"Not found",
"Acanthaceae","Pachystachys spicata",1,,,1,2406211,"Species","Accepted","Acanthaceae","Pachystachys spicata","(Ruiz & Pav.) Wassh.",2406211,"N","Pachystachys spicata",,,,"Accepted",4187,,"Pachystachys spicata (Ruiz & Pav.) Wassh.","ESPECIE","(Ruiz & Pav.) Wassh.","NOME_ACEITO","NOME_CORRETO","Pachystachys spicata","NOME_ACEITO",
"Acanthaceae","Sanchezia arborea",2,,1,1,2477903,"Species","Accepted","Acanthaceae","Sanchezia scandens","(Lindau) Leonard & L.B.Sm.",2477903,"N","Sanchezia arborea","Synonym","2477951","Leonard & L.B.Sm.","Updated",,,,,,,,,"Not found",
"Acanthaceae","Sanchezia aurantiaca",2,,1,1,2477952,"Species","Accepted","Acanthaceae","Sanchezia aurantiaca","Leonard & L.B.Sm.",2477952,"N","Sanchezia aurantiaca",,,,"Accepted",,,,,,,,,"Not found",
"Acanthaceae","Sanchezia longiflora",1,,,1,2477974,"Species","Accepted","Acanthaceae","Sanchezia longiflora","(Hook.f.) Hook.f. ex Planch.",2477974,"N","Sanchezia longiflora",,,,"Accepted",,,,,,,,,"Not found",
"Acanthaceae","Sanchezia scandens",2,1,,1,2477903,"Species","Accepted","Acanthaceae","Sanchezia scandens","(Lindau) Leonard & L.B.Sm.",2477903,"N","Sanchezia scandens",,,,"Accepted",21720,,"Sanchezia scandens (Lindau) Leonard & L.B.Sm.","ESPECIE","(Lindau) Leonard & L.B.Sm.","NOME_ACEITO","NOME_CORRETO","Sanchezia scandens","NOME_ACEITO",
"Acanthaceae","Sanchezia sericea",1,,,1,2477904,"Species","Accepted","Acanthaceae","Sanchezia sericea","Leonard",2477904,"N","Sanchezia sericea",,,,"Accepted",,,,,,,,,"Not found",
"Acanthaceae","Sanchezia tarapotensis",1,,,1,2477880,"Species","Accepted","Acanthaceae","Sanchezia tarapotensis","Leonard & L.B.Sm.",2477880,"N","Sanchezia tarapotensis",,,,"Accepted",606623,,"Sanchezia tarapotensis Leonard & L.B.Sm.","ESPECIE","Leonard & L.B.Sm.","NOME_ACEITO","NOME_CORRETO","Sanchezia tarapotensis","NOME_ACEITO",
"Acanthaceae","Sanchezia tigrina",1,,,1,2477882,"Species","Accepted","Acanthaceae","Sanchezia tigrina","Leonard",2477882,"N","Sanchezia tigrina",,,,"Accepted",606636,,"Sanchezia tigrina Leonard","ESPECIE","Leonard","NOME_ACEITO","NOME_CORRETO","Sanchezia tigrina","NOME_ACEITO",
"Acanthaceae","Suessenguthia multisetosa",1,,,1,2491232,"Species","Accepted","Acanthaceae","Suessenguthia multisetosa","(Rusby) Wassh. & J.R.I.Wood ex Schmidt-Lebuhn",2491232,"N","Suessenguthia multisetosa",,,,"Accepted",,,,,,,,,"Not found",
"Acanthaceae","Trichanthera gigantea",2,1,,1,2436833,"Species","Accepted","Acanthaceae","Trichanthera gigantea","(Bonpl.) Nees",2436833,"N","Trichanthera gigantea",,,,"Accepted",79915,,"Trichanthera gigantea (Humb. & Bonpl.) Nees","ESPECIE","(Humb. & Bonpl.) Nees","NOME_ACEITO","NOME_CORRETO","Trichanthera gigantea","NOME_ACEITO",
"Achariaceae","Carpotroche amazonica",3,1,1,1,2924173,"Species","Accepted","Achariaceae","Carpotroche amazonica","Mart. ex Eichler",2924173,"N","Carpotroche amazonica",,,,"Accepted",79921,,"Carpotroche amazonica Mart. ex Eichler","ESPECIE","Mart. ex Eichler","NOME_ACEITO","NOME_CORRETO","Carpotroche amazonica","NOME_ACEITO",
"Achariaceae","Carpotroche brasiliensis",2,1,,1,2924177,"Species","Accepted","Achariaceae","Carpotroche brasiliensis","(Raddi) A.Gray",2924177,"N","Carpotroche brasiliensis",,,,"Accepted",4248,,"Carpotroche brasiliensis (Raddi) A Gray","ESPECIE","(Raddi) A Gray","NOME_ACEITO","NOME_CORRETO","Carpotroche brasiliensis","NOME_ACEITO",
"Achariaceae","Carpotroche crispidentata",3,1,1,1,2924181,"Species","Accepted","Achariaceae","Carpotroche crispidentata","Ducke",2924181,"N","Carpotroche crispidentata",,,,"Accepted",79922,,"Carpotroche crispidentata Ducke","ESPECIE","Ducke","NOME_ACEITO","NOME_CORRETO","Carpotroche crispidentata","NOME_ACEITO",
"Achariaceae","Carpotroche grandiflora",3,1,1,1,2924185,"Species","Accepted","Achariaceae","Carpotroche grandiflora","Spruce ex Eichler",2924185,"N","Carpotroche grandiflora",,,,"Accepted",21733,,"Carpotroche grandiflora Spruce ex Benth.","ESPECIE","Spruce ex Benth.","NOME_ACEITO","NOME_CORRETO","Carpotroche grandiflora","NOME_ACEITO",
"Achariaceae","Carpotroche integrifolia",3,1,1,1,2924186,"Species","Accepted","Achariaceae","Carpotroche integrifolia","Kuhlm.",2924186,"N","Carpotroche integrifolia",,,,"Accepted",79925,,"Carpotroche integrifolia Kuhlm.","ESPECIE","Kuhlm.","NOME_ACEITO","NOME_CORRETO","Carpotroche integrifolia","NOME_ACEITO",
"Achariaceae","Carpotroche longifolia",3,1,1,1,2924189,"Species","Accepted","Achariaceae","Carpotroche longifolia","(Poepp.) Benth.",2924189,"N","Carpotroche longifolia",,,,"Accepted",21734,,"Carpotroche longifolia (Poepp.) Benth.","ESPECIE","(Poepp.) Benth.","NOME_ACEITO","NOME_CORRETO","Carpotroche longifolia","NOME_ACEITO",
"Achariaceae","Carpotroche pacifica",2,,1,1,2924193,"Species","Accepted","Achariaceae","Carpotroche pacifica","(Cuatrec.) Cuatrec.",2924193,"N","Carpotroche pacifica",,,,"Accepted",,,,,,,,,"Not found",
"Achariaceae","Carpotroche platyptera",1,,,1,2924197,"Species","Accepted","Achariaceae","Carpotroche platyptera","Pittier",2924197,"N","Carpotroche platyptera",,,,"Accepted",,,,,,,,,"Not found",
"Achariaceae","Carpotroche surinamensis",3,1,1,1,2924200,"Species","Accepted","Achariaceae","Carpotroche surinamensis","Uittien",2924200,"N","Carpotroche surinamensis",,,,"Accepted",79927,,"Carpotroche surinamensis Uittien","ESPECIE","Uittien","NOME_ACEITO","NOME_CORRETO","Carpotroche surinamensis","NOME_ACEITO",
"Achariaceae","Casearia maynacarpa",1,,,1,2995265,"Species","Accepted","Salicaceae","Casearia maynacarpa","Liesner & P.Jørg.",2995265,"N","Casearia maynacarpa",,,,"Accepted",,,,,,,,,"Not found",
"Achariaceae","Lindackeria latifolia",3,1,1,1,2922794,"Species","Accepted","Achariaceae","Lindackeria latifolia","Benth.",2922794,"N","Lindackeria latifolia",,,,"Accepted",78300,,"Lindackeria latifolia Benth.","ESPECIE","Benth.","NOME_ACEITO","NOME_CORRETO","Lindackeria latifolia","NOME_ACEITO",
"Achariaceae","Lindackeria laurina",2,,1,1,2922734,"Species","Accepted","Achariaceae","Lindackeria laurina","C.Presl",2922734,"N","Lindackeria laurina",,,,"Accepted",,,,,,,,,"Not found",
"Achariaceae","Lindackeria paludosa",3,1,1,1,2922740,"Species","Accepted","Achariaceae","Lindackeria paludosa","(Benth.) Gilg",2922740,"N","Lindackeria paludosa",,,,"Accepted",21736,,"Lindackeria paludosa (Benth.) Gilg","ESPECIE","(Benth.) Gilg","NOME_ACEITO","NOME_CORRETO","Lindackeria paludosa","NOME_ACEITO",
"Achariaceae","Lindackeria paraensis",3,1,1,1,2922733,"Species","Accepted","Achariaceae","Lindackeria paraensis","Kuhlm.",2922733,"N","Lindackeria paraensis",,,,"Accepted",78301,,"Lindackeria paraensis Kuhlm.","ESPECIE","Kuhlm.","NOME_ACEITO","NOME_CORRETO","Lindackeria paraensis","NOME_ACEITO",
"Achariaceae","Lindackeria pauciflora",3,1,1,1,2922742,"Species","Accepted","Achariaceae","Lindackeria pauciflora","Benth.",2922742,"N","Lindackeria pauciflora",,,,"Accepted",79929,,"Lindackeria pauciflora Benth.","ESPECIE","Benth.","NOME_ACEITO","NOME_CORRETO","Lindackeria pauciflora","NOME_ACEITO",
"Achariaceae","Mayna grandifolia",3,1,1,1,2922871,"Species","Accepted","Achariaceae","Mayna grandifolia","(H.Karst. & Triana) Warb.",2922871,"N","Mayna grandifolia",,,,"Accepted",21738,,"Mayna grandifolia (H.Karst.) Warb.","ESPECIE","(H.Karst.) Warb.","NOME_ACEITO","NOME_CORRETO","Mayna grandifolia","NOME_ACEITO",
"Achariaceae","Mayna odorata",3,1,1,1,2922881,"Species","Accepted","Achariaceae","Mayna odorata","Aubl.",2922881,"N","Mayna odorata",,,,"Accepted",21739,,"Mayna odorata Aubl.","ESPECIE","Aubl.","NOME_ACEITO","NOME_CORRETO","Mayna odorata","NOME_ACEITO",
"Achariaceae","Mayna parvifolia",2,1,1,,2995265,"Species","Accepted","Salicaceae","Casearia maynacarpa","Liesner & P.Jørg.",2995265,"N","Mayna parvifolia","Synonym","2922951","(J.F.Macbr.) Sleumer","Updated",21740,,"Mayna parvifolia (J.F.Macbr.) Sleumer","ESPECIE","(J.F.Macbr.) Sleumer","NOME_ACEITO","NOME_CORRETO","Mayna parvifolia","NOME_ACEITO",
"Achariaceae","Mayna yasuniana",2,1,,1,3236597,"Species","Accepted","Achariaceae","Mayna yasuniana","Á.J.Pérez, Liesner & D.Santam.",3236597,"N","Mayna yasuniana",,,,"Accepted",616811,,"Mayna yasuniana Á.J.Pérez, Liesner & D.Santam.","ESPECIE","Á.J.Pérez, Liesner & D.Santam.","NOME_ACEITO",,"Mayna yasuniana","NOME_ACEITO",
"Achatocarpaceae","Achatocarpus praecox",1,,,1,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.",500159,"Y","Achatocarpus praecox",,,,"Accepted",4252,,"Achatocarpus praecox Griseb.","ESPECIE","Griseb.","NOME_ACEITO","NOME_CORRETO","Achatocarpus praecox","NOME_ACEITO",
"Actinidiaceae","Saurauia adenodonta",1,,,1,2477584,"Species","Accepted","Actinidiaceae","Saurauia adenodonta","Sleumer",2477584,"N","Saurauia adenodonta",,,,"Accepted",,,,,,,,,"Not found",
"Actinidiaceae","Saurauia herthae",1,,,1,2477567,"Species","Accepted","Actinidiaceae","Saurauia herthae","Sleumer",2477567,"N","Saurauia herthae",,,,"Accepted",,,,,,,,,"Not found",
"Actinidiaceae","Saurauia prainiana",1,,,1,2491085,"Species","Accepted","Actinidiaceae","Saurauia prainiana","Buscal.",2491085,"N","Saurauia prainiana",,,,"Accepted",,,,,,,,,"Not found",
"Adoxaceae","Sambucus nigra",1,,,1,2486519,"Species","Accepted","Viburnaceae","Sambucus nigra","L.",2486519,"Y","Sambucus nigra","Accepted|Misapplied","2486519|2486513","L.|Lour.","Accepted among homonyms",79933,,"Sambucus nigra L.","ESPECIE","L.","NOME_ACEITO","NOME_CORRETO","Sambucus nigra","NOME_ACEITO",
"Anacardiaceae","Anacardium amapaense",3,1,1,1,2635888,"Species","Accepted","Anacardiaceae","Anacardium amapaense","J.D.Mitch.",2635888,"N","Anacardium amapaense",,,,"Accepted",15461,,"Anacardium amapaense J.D. Mitch.","ESPECIE","J.D. Mitch.","NOME_ACEITO","NOME_CORRETO","Anacardium amapaense","NOME_ACEITO",
"Anacardiaceae","Anacardium corymbosum",1,,,1,2635893,"Species","Accepted","Anacardiaceae","Anacardium corymbosum","Barb.Rodr.",2635893,"N","Anacardium corymbosum",,,,"Accepted",26372,,"Anacardium corymbosum Barb.Rodr.","ESPECIE","Barb.Rodr.","NOME_ACEITO","NOME_CORRETO","Anacardium corymbosum","NOME_ACEITO",
"Anacardiaceae","Anacardium excelsum",1,,,1,2635897,"Species","Accepted","Anacardiaceae","Anacardium excelsum","(Bertero & Balb. ex Kunth) Skeels",2635897,"N","Anacardium excelsum",,,,"Accepted",,,,,,,,,"Not found",
"Anacardiaceae","Anacardium giganteum",3,1,1,1,2635899,"Species","Accepted","Anacardiaceae","Anacardium giganteum","Hancock ex Engl.",2635899,"N","Anacardium giganteum",,,,"Accepted",15462,,"Anacardium giganteum W.Hancock ex Engl.","ESPECIE","W.Hancock ex Engl.","NOME_ACEITO","NOME_CORRETO","Anacardium giganteum","NOME_ACEITO",
"Anacardiaceae","Anacardium humile",1,1,,,2635901,"Species","Accepted","Anacardiaceae","Anacardium humile","A.St.-Hil.",2635901,"N","Anacardium humile","Accepted|Illegitimate|Invalid","2635901|2635902|2635900","A.St.-Hil.|Engl.|Mart.","Accepted among homonyms",15463,,"Anacardium humile A.St.-Hil.","ESPECIE","A.St.-Hil.","NOME_ACEITO","NOME_CORRETO","Anacardium humile","NOME_ACEITO",
"Anacardiaceae","Anacardium microsepalum",3,1,1,1,2635909,"Species","Accepted","Anacardiaceae","Anacardium microsepalum","Loes.",2635909,"N","Anacardium microsepalum",,,,"Accepted",80019,,"Anacardium microsepalum Loes.","ESPECIE","Loes.","NOME_ACEITO","NOME_CORRETO","Anacardium microsepalum","NOME_ACEITO",
"Anacardiaceae","Anacardium nanum",1,,,1,2635910,"Species","Accepted","Anacardiaceae","Anacardium nanum","A.St.-Hil.",2635910,"N","Anacardium nanum",,,,"Accepted",26373,,"Anacardium nanum A.St.-Hil.","ESPECIE","A.St.-Hil.","NOME_ACEITO","NOME_CORRETO","Anacardium nanum","NOME_ACEITO",
"Anacardiaceae","Anacardium negrense",2,,1,1,2635909,"Species","Accepted","Anacardiaceae","Anacardium microsepalum","Loes.",2635909,"N","Anacardium negrense","Synonym","2635911","Pires & Fróes","Updated",80019,,"Anacardium microsepalum Loes.","ESPECIE","Loes.","NOME_ACEITO","NOME_CORRETO","Anacardium microsepalum","Updated",
"Anacardiaceae","Anacardium occidentale",3,1,1,1,2635912,"Species","Accepted","Anacardiaceae","Anacardium occidentale","L.",2635912,"N","Anacardium occidentale",,,,"Accepted",4381,,"Anacardium occidentale L.","ESPECIE","L.","NOME_ACEITO","NOME_CORRETO","Anacardium occidentale","NOME_ACEITO",
"Anacardiaceae","Anacardium parvifolium",3,1,1,1,2635919,"Species","Accepted","Anacardiaceae","Anacardium parvifolium","Ducke",2635919,"N","Anacardium parvifolium",,,,"Accepted",77854,,"Anacardium parvifolium Ducke","ESPECIE","Ducke","NOME_ACEITO","NOME_CORRETO","Anacardium parvifolium","NOME_ACEITO",
"Anacardiaceae","Anacardium spruceanum",3,1,1,1,2635890,"Species","Accepted","Anacardiaceae","Anacardium braziliense","Barb.Rodr.",2635890,"N","Anacardium spruceanum","Synonym","2635926","Benth. ex Engl.","Updated",80021,,"Anacardium spruceanum Benth. ex Engl.","ESPECIE","Benth. ex Engl.","NOME_ACEITO","NOME_CORRETO","Anacardium spruceanum","NOME_ACEITO",
"Anacardiaceae","Antrocaryon amazonicum",3,1,1,1,2643074,"Species","Accepted","Anacardiaceae","Antrocaryon amazonicum","(Ducke) B.L.Burtt & A.W.Hill",2643074,"N","Antrocaryon amazonicum",,,,"Accepted",21758,,"Antrocaryon amazonicum (Ducke) B.L.Burtt & A.W.Hill","ESPECIE","(Ducke) B.L.Burtt & A.W.Hill","NOME_ACEITO","NOME_CORRETO","Antrocaryon amazonicum","NOME_ACEITO",
"Anacardiaceae","Astronium fraxinifolium",2,1,,1,2664117,"Species","Accepted","Anacardiaceae","Astronium fraxinifolium","Schott",2664117,"N","Astronium fraxinifolium",,,,"Accepted",4384,,"Astronium fraxinifolium Schott","ESPECIE","Schott","NOME_ACEITO","NOME_CORRETO","Astronium fraxinifolium","NOME_ACEITO",
"Anacardiaceae","Astronium graveolens",3,1,1,1,2664129,"Species","Accepted","Anacardiaceae","Astronium graveolens","Jacq.",2664129,"N","Astronium graveolens",,,,"Accepted",4385,,"Astronium graveolens Jacq.","ESPECIE","Jacq.","NOME_ACEITO","NOME_CORRETO","Astronium graveolens","NOME_ACEITO",
"Anacardiaceae","Astronium lecointei",3,1,1,1,2664136,"Species","Accepted","Anacardiaceae","Astronium lecointei","Ducke",2664136,"N","Astronium lecointei",,,,"Accepted",15466,,"Astronium lecointei Ducke","ESPECIE","Ducke","NOME_ACEITO","NOME_CORRETO","Astronium lecointei","NOME_ACEITO",
"Anacardiaceae","Astronium nelson-rosae",1,,,1,2664142,"Species","Accepted","Anacardiaceae","Astronium nelson-rosae","Santin",2664142,"N","Astronium nelson-rosae",,,,"Accepted",26376,,"Astronium nelson-rosae Santin","ESPECIE","Santin","NOME_ACEITO","NOME_CORRETO","Astronium nelson-rosae","NOME_ACEITO",
"Anacardiaceae","Astronium obliquum",1,,,1,2664143,"Species","Accepted","Anacardiaceae","Astronium obliquum","Griseb.",2664143,"N","Astronium obliquum",,,,"Accepted",,,,,,,,,"Not found",
"Anacardiaceae","Astronium ulei",3,1,1,1,2664145,"Species","Accepted","Anacardiaceae","Astronium ulei","Mattick",2664145,"N","Astronium ulei",,,,"Accepted",21759,,"Astronium ulei Mattick","ESPECIE","Mattick","NOME_ACEITO","NOME_CORRETO","Astronium ulei","NOME_ACEITO",
"Anacardiaceae","Campnosperma gummiferum",3,1,1,1,2695263,"Species","Accepted","Anacardiaceae","Campnosperma gummiferum","(Benth.) Marchand",2695263,"N","Campnosperma gummiferum",,,,"Accepted",80024,,"Campnosperma gummiferum (Benth.) Marchand","ESPECIE","(Benth.) Marchand","NOME_ACEITO","NOME_CORRETO","Campnosperma gummiferum","NOME_ACEITO",
"Anacardiaceae","Cyrtocarpa velutinifolia",2,1,,1,3309249,"Species","Accepted","Anacardiaceae","Uniostium velutinifolium","(R.S.Cowan) J.D.Mitch. & Daly",3309249,"N","Cyrtocarpa velutinifolia","Synonym","2754286","(R.S.Cowan) J.D.Mitch. & Daly","Updated",109675,,"Cyrtocarpa velutinifolia (Cowan) J.D.Mitch. & Daly","ESPECIE","(Cowan) J.D.Mitch. & Daly","NOME_ACEITO","NOME_CORRETO","Cyrtocarpa velutinifolia","NOME_ACEITO",
"Anacardiaceae","Haplorhus peruviana",1,,,1,2839472,"Species","Accepted","Anacardiaceae","Haplorhus peruviana","Engl.",2839472,"N","Haplorhus peruviana",,,,"Accepted",,,,,,,,,"Not found",
"Anacardiaceae","Loxopterygium sagotii",2,,1,1,2340866,"Species","Accepted","Anacardiaceae","Loxopterygium sagotii","Hook.f.",2340866,"N","Loxopterygium sagotii",,,,"Accepted",,,,,,,,,"Not found",
"Anacardiaceae","Mauria heterophylla",2,,1,1,2364870,"Species","Accepted","Anacardiaceae","Mauria heterophylla","Kunth",2364870,"N","Mauria heterophylla",,,,"Accepted",,,,,,,,,"Not found",
"Anacardiaceae","Myracrodruon urundeuva",1,,,1,2364474,"Species","Accepted","Anacardiaceae","Myracrodruon urundeuva","Allemão",2364474,"N","Myracrodruon urundeuva",,,,"Accepted",115185,,"Astronium urundeuva (M.Allemão) Engl.","ESPECIE","(M.Allemão) Engl.","NOME_ACEITO","NOME_CORRETO","Astronium urundeuva","Updated",
"Anacardiaceae","Ochoterenaea colombiana",2,,1,1,2390863,"Species","Accepted","Anacardiaceae","Ochoterenaea colombiana","F.A.Barkley",2390863,"N","Ochoterenaea colombiana",,,,"Accepted",,,,,,,,,"Not found",
"Anacardiaceae","Schinopsis brasiliensis",1,,,1,2480022,"Species","Accepted","Anacardiaceae","Schinopsis brasiliensis","Engl.",2480022,"N","Schinopsis brasiliensis",,,,"Accepted",4396,,"Schinopsis brasiliensis Engl.","ESPECIE","Engl.","NOME_ACEITO","NOME_CORRETO","Schinopsis brasiliensis","NOME_ACEITO",
"Anacardiaceae","Schinopsis marginata",1,,,1,2480004,"Species","Accepted","Anacardiaceae","Schinopsis lorentzii","(Griseb.) Engl.",2480004,"N","Schinopsis marginata","Synonym","2480014","Engl.","Updated",,,,,,,,,"Not found",
"Anacardiaceae","Schinopsis peruviana",1,,,1,2480006,"Species","Accepted","Anacardiaceae","Schinopsis peruviana","Engl.",2480006,"N","Schinopsis peruviana",,,,"Accepted",,,,,,,,,"Not found",
"Anacardiaceae","Spondias globosa",3,1,1,1,3003222,"Species","Accepted","Anacardiaceae","Spondias globosa","J.D.Mitch. & Daly",3003222,"N","Spondias globosa",,,,"Accepted",124384,,"Spondias globosa J.D.Mitch. & Daly","ESPECIE","J.D.Mitch. & Daly","NOME_ACEITO","NOME_CORRETO","Spondias globosa","NOME_ACEITO",
"Anacardiaceae","Spondias macrocarpa",1,,,1,2480665,"Species","Accepted","Anacardiaceae","Spondias macrocarpa","Engl.",2480665,"N","Spondias macrocarpa",,,,"Accepted",4403,,"Spondias macrocarpa Engl.","ESPECIE","Engl.","NOME_ACEITO","NOME_CORRETO","Spondias macrocarpa","NOME_ACEITO",
"Anacardiaceae","Spondias mombin",3,1,1,1,2480696,"Species","Accepted","Anacardiaceae","Spondias mombin","L.",2480696,"N","Spondias mombin",,,,"Accepted",4404,,"Spondias mombin L.","ESPECIE","L.","NOME_ACEITO","NOME_CORRETO","Spondias mombin","NOME_ACEITO",
"Anacardiaceae","Spondias purpurea",1,,,1,2480722,"Species","Accepted","Anacardiaceae","Spondias purpurea","L.",2480722,"N","Spondias purpurea",,,,"Accepted",21762,,"Spondias purpurea L.","ESPECIE","L.","NOME_ACEITO","NOME_CORRETO","Spondias purpurea","NOME_ACEITO",
"Anacardiaceae","Spondias radlkoferi",1,,,1,2480700,"Species","Accepted","Anacardiaceae","Spondias radlkoferi","Donn.Sm.",2480700,"N","Spondias radlkoferi",,,,"Accepted",,,,,,,,,"Not found",
"Anacardiaceae","Spondias testudinis",3,1,1,1,2480710,"Species","Accepted","Anacardiaceae","Spondias testudinis","J.D.Mitch. & Daly",2480710,"N","Spondias testudinis",,,,"Accepted",21763,,"Spondias testudinis J.D.Mitch. & Daly","ESPECIE","J.D.Mitch. & Daly","NOME_ACEITO","NOME_CORRETO","Spondias testudinis","NOME_ACEITO",
"Anacardiaceae","Spondias venosa",1,,,1,2480671,"Species","Accepted","Anacardiaceae","Spondias venulosa","(Mart. ex Engl.) Engl.",2480671,"N","Spondias venosa","Synonym","2480716","Mart. ex Colla","Updated",,,,,,,,,"Not found",
"Anacardiaceae","Spondias venulosa",1,,,1,2480671,"Species","Accepted","Anacardiaceae","Spondias venulosa","(Mart. ex Engl.) Engl.",2480671,"N","Spondias venulosa",,,,"Accepted",4406,,"Spondias venulosa (Mart. ex Engl.) Engl.","ESPECIE","(Mart. ex Engl.) Engl.","NOME_ACEITO","NOME_CORRETO","Spondias venulosa","NOME_ACEITO",
"Anacardiaceae","Tapirira bethanniana",2,,1,1,2436220,"Species","Accepted","Anacardiaceae","Tapirira bethanniana","J.D.Mitch.",2436220,"N","Tapirira bethanniana",,,,"Accepted",,,,,,,,,"Not found",
"Anacardiaceae","Tapirira guianensis",3,1,1,1,2436204,"Species","Accepted","Anacardiaceae","Tapirira guianensis","Aubl.",2436204,"N","Tapirira guianensis",,,,"Accepted",4408,,"Tapirira guianensis Aubl.","ESPECIE","Aubl.","NOME_ACEITO","NOME_CORRETO","Tapirira guianensis","NOME_ACEITO",
"Anacardiaceae","Tapirira obtusa",3,1,1,1,2435497,"Species","Accepted","Anacardiaceae","Tapirira obtusa","(Benth.) J.D.Mitch.",2435497,"N","Tapirira obtusa",,,,"Accepted",4409,,"Tapirira obtusa (Benth.) J.D.Mitch.","ESPECIE","(Benth.) J.D.Mitch.","NOME_ACEITO","NOME_CORRETO","Tapirira obtusa","NOME_ACEITO",
"Anacardiaceae","Tapirira retusa",3,1,1,1,2435503,"Species","Accepted","Anacardiaceae","Tapirira retusa","Ducke",2435503,"N","Tapirira retusa",,,,"Accepted",21764,,"Tapirira retusa Ducke","ESPECIE","Ducke","NOME_ACEITO","NOME_CORRETO","Tapirira retusa","NOME_ACEITO",
"Anacardiaceae","Thyrsodium bolivianum",3,1,1,1,2435420,"Species","Accepted","Anacardiaceae","Thyrsodium bolivianum","J.D.Mitch. & Daly",2435420,"N","Thyrsodium bolivianum",,,,"Accepted",21765,,"Thyrsodium bolivianum J.D.Mitch. & Daly","ESPECIE","J.D.Mitch. & Daly","NOME_ACEITO","NOME_CORRETO","Thyrsodium bolivianum","NOME_ACEITO",
"Anacardiaceae","Thyrsodium guianense",3,1,1,1,2435423,"Species","Accepted","Anacardiaceae","Thyrsodium guianense","Sagot ex Marchand",2435423,"N","Thyrsodium guianense",,,,"Accepted",80038,,"Thyrsodium guianense Sagot ex Marchand","ESPECIE","Sagot ex Marchand","NOME_ACEITO","NOME_CORRETO","Thyrsodium guianense","NOME_ACEITO",
"Anacardiaceae","Thyrsodium herrerense",3,1,1,1,2435424,"Species","Accepted","Anacardiaceae","Thyrsodium herrerense","Encarn.",2435424,"N","Thyrsodium herrerense",,,,"Accepted",112151,,"Thyrsodium herrerense Encarn.","ESPECIE","Encarn.","NOME_ACEITO","NOME_CORRETO","Thyrsodium herrerense","NOME_ACEITO",
"Anacardiaceae","Thyrsodium puberulum",3,1,1,1,2435426,"Species","Accepted","Anacardiaceae","Thyrsodium puberulum","J.D.Mitch. & Daly",2435426,"N","Thyrsodium puberulum",,,,"Accepted",109958,,"Thyrsodium puberulum J.D.Mitch. & Daly","ESPECIE","J.D.Mitch. & Daly","NOME_ACEITO","NOME_CORRETO","Thyrsodium puberulum","NOME_ACEITO",
"Anacardiaceae","Thyrsodium rondonianum",3,1,1,1,2435427,"Species","Accepted","Anacardiaceae","Thyrsodium rondonianum","J.D.Mitch. & Daly",2435427,"N","Thyrsodium rondonianum",,,,"Accepted",21766,,"Thyrsodium rondonianum J.D.Mitch. & Daly","ESPECIE","J.D.Mitch. & Daly","NOME_ACEITO","NOME_CORRETO","Thyrsodium rondonianum","NOME_ACEITO",
"Anacardiaceae","Thyrsodium spruceanum",3,1,1,1,2435296,"Species","Accepted","Anacardiaceae","Thyrsodium spruceanum","Benth.",2435296,"N","Thyrsodium spruceanum",,,,"Accepted",4411,,"Thyrsodium spruceanum Benth.","ESPECIE","Benth.","NOME_ACEITO","NOME_CORRETO","Thyrsodium spruceanum","NOME_ACEITO",
